city,lat,lng,state
Chās (Jhārkhand),23.63,86.17,Jhārkhand
Port Blair (Andaman and Nicobar Islands),11.6683,92.7378,Andaman and Nicobar Islands
Harchandpur (Uttar Pradesh),26.36,81.17,Uttar Pradesh
Kumbakonam (Tamil Nādu),10.9602,79.3845,Tamil Nādu
Aul (Odisha),20.67,86.64,Odisha
Kolār (Karnātaka),13.1333,78.1333,Karnātaka
Chicacole (Andhra Pradesh),18.3,83.9,Andhra Pradesh
Bānkura (West Bengal),23.25,87.07,West Bengal
Mandya (Karnātaka),12.52,76.9,Karnātaka
Dehri (Bihār),24.91,84.18,Bihār
Durgauti (Bihār),25.2114,83.5308,Bihār
Mainpuri (Uttar Pradesh),27.23,79.02,Uttar Pradesh
Talaivāsal (Tamil Nādu),11.5867,78.7583,Tamil Nādu
Raigarh (Chhattīsgarh),21.8974,83.395,Chhattīsgarh
Haraīpur (Uttar Pradesh),26.22,84.36,Uttar Pradesh
Siwān (Bihār),26.22,84.36,Bihār
Kalol (Gujarāt),23.246,72.496,Gujarāt
Hassan (Karnātaka),13.012,76.068,Karnātaka
Lalitpur (Uttar Pradesh),24.69,78.41,Uttar Pradesh
Paramagudi (Tamil Nādu),9.5494,78.5891,Tamil Nādu
Gondiā (Mahārāshtra),21.4598,80.195,Mahārāshtra
Dalūpura (Delhi),28.6004,77.3194,Delhi
Naryāi ka Puri (Madhya Pradesh),26.52,78.35,Madhya Pradesh
Palwal (Haryāna),28.1447,77.3255,Haryāna
Pālghāt (Kerala),10.775,76.651,Kerala
Ānand (Gujarāt),22.556,72.951,Gujarāt
Botād (Gujarāt),22.17,71.67,Gujarāt
Mukeriān (Punjab),31.95,75.62,Punjab
Hanumāngarh (Rājasthān),29.58,74.32,Rājasthān
Jetpur (Gujarāt),21.7542,70.6222,Gujarāt
Arcot (Tamil Nādu),12.9047,79.3238,Tamil Nādu
Kānchrāpāra (West Bengal),22.9456,88.4332,West Bengal
Hoshangābād (Madhya Pradesh),22.7475,77.7274,Madhya Pradesh
Khanna (Punjab),30.7,76.22,Punjab
Nagda (Madhya Pradesh),23.4564,75.4131,Madhya Pradesh
Hardoī (Uttar Pradesh),27.42,80.12,Uttar Pradesh
Guntakal (Andhra Pradesh),15.17,77.38,Andhra Pradesh
Pithampur (Madhya Pradesh),22.6197,75.6933,Madhya Pradesh
Pātan (Gujarāt),23.85,72.125,Gujarāt
Basīrhat (West Bengal),22.6572,88.8942,West Bengal
Raxaul (Bihār),26.9833,84.85,Bihār
Hālīsahar (West Bengal),22.9469,88.4184,West Bengal
Jagādhri (Haryāna),30.168,77.301,Haryāna
Sunām (Punjab),30.13,75.8,Punjab
Rishra (West Bengal),22.71,88.35,West Bengal
Jhārsugra (Odisha),21.85,84.03,Odisha
Pāli (Madhya Pradesh),23.35,81.05,Madhya Pradesh
Nāndgaon (Mahārāshtra),20.307,74.657,Mahārāshtra
Alwāl (Andhra Pradesh),17.5047,78.5038,Andhra Pradesh
Dimāpur (Assam),25.9092,93.7266,Assam
Sarangāpuram (Andhra Pradesh),18.9447,78.9936,Andhra Pradesh
Bhadrakh (Odisha),21.0545,86.5156,Odisha
Dharmavaram (Andhra Pradesh),14.43,77.72,Andhra Pradesh
Ambikāpur (Chhattīsgarh),23.12,83.2,Chhattīsgarh
Puruliya (West Bengal),23.34,86.36,West Bengal
Ghazīpur (Uttar Pradesh),25.58,83.57,Uttar Pradesh
Bagaha (Bihār),27.0992,84.09,Bihār
Gurdāspur (Punjab),32.0333,75.4,Punjab
Tindivanam (Tamil Nādu),12.2267,79.6504,Tamil Nādu
Khurda (Odisha),20.18,85.62,Odisha
Hengken (Unknown),24.346,93.7,
Nokha (Rājasthān),27.6,73.42,Rājasthān
Jandrapeta (Andhra Pradesh),15.8246,80.3521,Andhra Pradesh
Yelahanka (Karnātaka),13.1007,77.5963,Karnātaka
Nāmakkal (Tamil Nādu),11.2167,78.1667,Tamil Nādu
Darjeeling (West Bengal),27.0375,88.2631,West Bengal
Sopur (Jammu and Kashmīr),34.3,74.47,Jammu and Kashmīr
Chikmagalūr (Karnātaka),13.313,75.737,Karnātaka
Gudivāda (Andhra Pradesh),16.43,80.99,Andhra Pradesh
Amreli (Gujarāt),21.6006,71.2164,Gujarāt
Phagwāra (Punjab),31.22,75.77,Punjab
Adilābād (Andhra Pradesh),19.67,78.53,Andhra Pradesh
Baripāda (Odisha),21.94,86.72,Odisha
Yavatmāl (Mahārāshtra),20.24,78.06,Mahārāshtra
Titāgarh (West Bengal),22.74,88.37,West Bengal
Barnāla (Punjab),30.37,75.54,Punjab
Chittaurgarh (Rājasthān),24.88,74.63,Rājasthān
Narasaraopet (Andhra Pradesh),16.236,80.0498,Andhra Pradesh
Chidambaram (Tamil Nādu),11.407,79.6912,Tamil Nādu
Kovilpatti (Tamil Nādu),9.1744,77.8688,Tamil Nādu
Bijnor (Uttar Pradesh),29.37,78.13,Uttar Pradesh
Dam Dam (West Bengal),22.6352,88.4143,West Bengal
Vejalpur (Gujarāt),23.0061,72.5165,Gujarāt
Balāngīr (Odisha),20.72,83.48,Odisha
Shegaon (Mahārāshtra),20.7944,76.6944,Mahārāshtra
Magra (West Bengal),22.9793,88.3748,West Bengal
Mahāsamund (Chhattīsgarh),21.11,82.1,Chhattīsgarh
Rājpura (Punjab),30.484,76.594,Punjab
Bāgalkot (Karnātaka),16.1817,75.6958,Karnātaka
Osmānābād (Mahārāshtra),18.3194,76.0736,Mahārāshtra
Kaliānpur (Uttar Pradesh),26.5191,80.2498,Uttar Pradesh
Shujālpur (Madhya Pradesh),23.4,76.72,Madhya Pradesh
Sāhibganj (Jhārkhand),25.25,87.65,Jhārkhand
Champdani (West Bengal),22.802,88.346,West Bengal
Dīsa (Gujarāt),24.2501,72.1822,Gujarāt
Nandurbar (Mahārāshtra),21.37,74.25,Mahārāshtra
Purwa Utar (Uttar Pradesh),26.068,83.184,Uttar Pradesh
Ferozepore (Punjab),30.9166,74.6,Punjab
Mancherāl (Andhra Pradesh),18.8714,79.4443,Andhra Pradesh
Miriālgūda (Andhra Pradesh),16.8667,79.5833,Andhra Pradesh
Sehore (Madhya Pradesh),23.2,77.08,Madhya Pradesh
Bangaon (West Bengal),23.07,88.82,West Bengal
Khopoli (Mahārāshtra),18.789,73.343,Mahārāshtra
Islāmābād (Jammu and Kashmīr),33.7353,75.1478,Jammu and Kashmīr
Khardah (West Bengal),22.72,88.38,West Bengal
Mungeli (Chhattīsgarh),22.07,81.68,Chhattīsgarh
Tādpatri (Andhra Pradesh),14.92,78.02,Andhra Pradesh
Gharbara (Uttar Pradesh),28.47,77.51,Uttar Pradesh
Sultānpur (Uttar Pradesh),26.2583,82.0722,Uttar Pradesh
Shikohābād (Uttar Pradesh),27.1,78.6,Uttar Pradesh
Jalpāiguri (West Bengal),26.52,88.73,West Bengal
Shāmli (Uttar Pradesh),29.45,77.32,Uttar Pradesh
Bhilai Karanja (Chhattīsgarh),21.2198,81.4575,Chhattīsgarh
Suriāpet (Andhra Pradesh),17.1415,79.6236,Andhra Pradesh
Wardha (Mahārāshtra),20.7417,78.6056,Mahārāshtra
Rānībennur (Karnātaka),14.6167,75.6167,Karnātaka
Barnoi (Jammu and Kashmīr),32.43,75.43,Jammu and Kashmīr
Sītāmarhi (Bihār),26.6,85.48,Bihār
Kishanganj (Bihār),26.0794,87.9372,Bihār
Hindaun (Rājasthān),26.74,77.03,Rājasthān
Semāri (Rājasthān),24.0555,73.8566,Rājasthān
Gangāwati (Karnātaka),15.43,76.53,Karnātaka
North Lakhimpur (Assam),27.2414,94.1056,Assam
Jamālpur (Bihār),25.3,86.5,Bihār
Makrāna (Rājasthān),27.0409,74.7273,Rājasthān
Sheopur (Madhya Pradesh),25.67,76.7,Madhya Pradesh
Ballia (Uttar Pradesh),25.7604,84.1471,Uttar Pradesh
Tādepallegūdem (Andhra Pradesh),16.815,81.526,Andhra Pradesh
Bānsbāria (West Bengal),22.97,88.4,West Bengal
Būndi (Rājasthān),25.44,75.64,Rājasthān
Amarāvati (Andhra Pradesh),16.5131,80.5165,Andhra Pradesh
Negapatam (Tamil Nādu),10.7672,79.8449,Tamil Nādu
Buxar (Bihār),25.5605,83.9805,Bihār
Kheda (Gujarāt),22.75,72.68,Gujarāt
Tezpur (Assam),26.63,92.8,Assam
Seoni (Madhya Pradesh),22.08,79.53,Madhya Pradesh
Aurangābād (Bihār),24.7,84.35,Bihār
Rishīkesh (Uttarākhand),30.1083,78.2972,Uttarākhand
Kapūrthala (Punjab),31.38,75.38,Punjab
Dhamtari (Chhattīsgarh),20.71,81.55,Chhattīsgarh
Rāneswar (Jhārkhand),24.0311,87.4197,Jhārkhand
Brājarājnagar (Odisha),21.8167,83.9167,Odisha
Sūjāngarh (Rājasthān),27.7,74.47,Rājasthān
Bhadreswar (West Bengal),22.82,88.35,West Bengal
Chilakalūrupet (Andhra Pradesh),16.0892,80.1672,Andhra Pradesh
Jeypore (Odisha),18.8563,82.5716,Odisha
Kāranja (Mahārāshtra),20.4833,77.4833,Mahārāshtra
Kalyani (West Bengal),22.975,88.4344,West Bengal
Datia (Madhya Pradesh),25.67,78.47,Madhya Pradesh
Gangtok (Sikkim),27.33,88.62,Sikkim
Suramāla (Andhra Pradesh),13.76,79.7,Andhra Pradesh
Barod (Rājasthān),27.8947,76.3681,Rājasthān
Bijaynagar (Rājasthān),25.93,74.6386,Rājasthān
Khambhāliya (Gujarāt),22.2,69.65,Gujarāt
Abbigeri (Karnātaka),13.0767,77.525,Karnātaka
Kundli (Haryāna),28.99,77.022,Haryāna
Sojat (Rājasthān),25.92,73.67,Rājasthān
Navalyal (Mahārāshtra),16.48,74.78,Mahārāshtra
Luckeesarai (Bihār),25.1678,86.0944,Bihār
Kadaiyanallūr (Tamil Nādu),9.0743,77.3419,Tamil Nādu
Tinsukia (Assam),27.5,95.367,Assam
Tellicherry (Kerala),11.7481,75.4929,Kerala
Itārsi (Madhya Pradesh),22.6115,77.7623,Madhya Pradesh
Kohīma (Nāgāland),25.67,94.1,Nāgāland
Khambhāt (Gujarāt),22.3,72.62,Gujarāt
Mahuva (Gujarāt),21.0833,71.8,Gujarāt
Rāmnagar (Uttarākhand),29.395,79.1264,Uttarākhand
Deoni Buzurg (Mahārāshtra),18.2639,77.0822,Mahārāshtra
Kallūru (Andhra Pradesh),15.8344,78.0292,Andhra Pradesh
Bodināyakkanūr (Tamil Nādu),10.0101,77.3511,Tamil Nādu
Harihar (Karnātaka),14.5129,75.8072,Karnātaka
Amalner (Mahārāshtra),21.05,75.05,Mahārāshtra
Sardārshahr (Rājasthān),28.4401,74.4908,Rājasthān
Dhuliān (West Bengal),24.681,87.954,West Bengal
Zerakpur (Punjab),30.65,76.82,Punjab
Tandwa (Uttar Pradesh),26.55,82.65,Uttar Pradesh
Tiruchengodu (Tamil Nādu),11.379,77.8949,Tamil Nādu
Pedagādi (Andhra Pradesh),17.6615,83.2104,Andhra Pradesh
Nagīna (Uttar Pradesh),29.443,78.433,Uttar Pradesh
Chākdaha (West Bengal),23.08,88.52,West Bengal
Closepet (Karnātaka),12.723,77.286,Karnātaka
Emmiganūr (Andhra Pradesh),15.7333,77.4833,Andhra Pradesh
Yalamakūru (Andhra Pradesh),15.5103,77.5249,Andhra Pradesh
Vāniyambādi (Tamil Nādu),12.6825,78.6167,Tamil Nādu
Nābha (Punjab),30.37,76.15,Punjab
Kangan (Jammu and Kashmīr),34.263,74.903,Jammu and Kashmīr
Bhadohi (Uttar Pradesh),25.42,82.57,Uttar Pradesh
Allinagaram (Tamil Nādu),10.0119,77.4786,Tamil Nādu
Vāsco Da Gāma (Goa),15.3981,73.8111,Goa
Marmagao (Goa),15.4,73.8,Goa
Dhār (Madhya Pradesh),22.5972,75.3042,Madhya Pradesh
Dod Ballāpur (Karnātaka),13.292,77.543,Karnātaka
Akot (Mahārāshtra),21.1,77.06,Mahārāshtra
Contai (West Bengal),21.78,87.75,West Bengal
Kot Kapūra (Punjab),30.5833,74.9,Punjab
Māndvi (Gujarāt),22.8333,69.3556,Gujarāt
Rāyachoti (Andhra Pradesh),14.0583,78.7517,Andhra Pradesh
Pāloncha (Andhra Pradesh),17.6018,80.7051,Andhra Pradesh
Parli Vaijnāth (Mahārāshtra),18.85,76.53,Mahārāshtra
Sivaganga (Tamil Nādu),9.8433,78.4809,Tamil Nādu
Rāmagiri Udayagiri (Odisha),19.1619,84.144,Odisha
Ponnāni (Kerala),10.77,75.9,Kerala
Jāmtāra (Jhārkhand),23.9633,86.8014,Jhārkhand
Pollāchi (Tamil Nādu),10.659,77.008,Tamil Nādu
Kāvali (Andhra Pradesh),14.913,79.9929,Andhra Pradesh
Sankeshwar (Karnātaka),16.27,74.48,Karnātaka
Kadiri (Andhra Pradesh),14.12,78.17,Andhra Pradesh
Phusro (Jhārkhand),23.77,85.99,Jhārkhand
Kairāna (Uttar Pradesh),29.3953,77.2053,Uttar Pradesh
Rāsipuram (Tamil Nādu),11.4618,78.1909,Tamil Nādu
Najībābād (Uttar Pradesh),29.6128,78.3425,Uttar Pradesh
Nirmal (Andhra Pradesh),19.1,78.35,Andhra Pradesh
Nirāla (Mahārāshtra),19.8143,78.1662,Mahārāshtra
Ootacamund (Tamil Nādu),11.41,76.7,Tamil Nādu
Jangipur (West Bengal),24.4691,88.1032,West Bengal
Sangrūr (Punjab),30.2506,75.8442,Punjab
Mettupālaiyam (Tamil Nādu),11.2341,76.9067,Tamil Nādu
Jumri Tilaiyā (Jhārkhand),24.4289,85.5355,Jhārkhand
Aruppukkottai (Tamil Nādu),9.5139,78.1002,Tamil Nādu
Farīdkot (Punjab),30.67,74.76,Punjab
Madgaon (Goa),15.2736,73.9581,Goa
Palangotu Adwār (Himāchal Pradesh),32.7888,76.0009,Himāchal Pradesh
Jamūī (Bihār),24.9278,86.2239,Bihār
Kumārapālaiyam (Tamil Nādu),11.4416,77.6907,Tamil Nādu
Hānsi (Haryāna),29.1,75.97,Haryāna
Shahdol (Madhya Pradesh),23.28,81.35,Madhya Pradesh
Anakāpalle (Andhra Pradesh),17.6913,83.0039,Andhra Pradesh
Nīmbāhera (Rājasthān),24.62,74.68,Rājasthān
Nachchāndupatti (Tamil Nādu),10.3238,78.7233,Tamil Nādu
Sārni (Madhya Pradesh),22.104,78.173,Madhya Pradesh
Bāsoda (Madhya Pradesh),23.8515,77.9365,Madhya Pradesh
Maratturai (Tamil Nādu),11.1536,79.5329,Tamil Nādu
Karād (Mahārāshtra),17.285,74.184,Mahārāshtra
Chinnachauku (Andhra Pradesh),14.4732,78.8451,Andhra Pradesh
Garulia (West Bengal),22.82,88.37,West Bengal
Chanwari (Madhya Pradesh),23.1917,82.3542,Madhya Pradesh
Krishnagiri (Tamil Nādu),12.5317,78.2174,Tamil Nādu
Harda Khās (Madhya Pradesh),22.3441,77.0954,Madhya Pradesh
Mhow (Madhya Pradesh),22.55,75.76,Madhya Pradesh
Dhorāji (Gujarāt),21.7337,70.4499,Gujarāt
Vīrappanchathiram (Tamil Nādu),11.3553,77.6678,Tamil Nādu
Lāharpur (Uttar Pradesh),27.72,80.9,Uttar Pradesh
Channapatna (Karnātaka),12.6514,77.2067,Karnātaka
Pilkhua (Uttar Pradesh),28.712,77.6545,Uttar Pradesh
Tiruppattūr (Tamil Nādu),12.4915,78.5684,Tamil Nādu
Gokulgarh (Haryāna),28.2468,76.6176,Haryāna
Sirsilla (Andhra Pradesh),18.38,78.83,Andhra Pradesh
Mānsa (Punjab),29.9906,75.3996,Punjab
Chingleput (Tamil Nādu),12.6918,79.9766,Tamil Nādu
Saunda (Jhārkhand),23.66,85.35,Jhārkhand
Ashoknagar (Madhya Pradesh),24.58,77.73,Madhya Pradesh
Kātoya (West Bengal),23.65,88.13,West Bengal
Kadi (Gujarāt),23.3009,72.3322,Gujarāt
Mannārgudi (Tamil Nādu),10.6653,79.4521,Tamil Nādu
Balrāmpur (Uttar Pradesh),27.43,82.18,Uttar Pradesh
Khamānon Kalān (Punjab),30.82,76.35,Punjab
Bargarh (Odisha),21.3333,83.6167,Odisha
Dahegām (Gujarāt),23.17,72.82,Gujarāt
Rājula (Gujarāt),21.05,71.43,Gujarāt
Kāmāreddipet (Andhra Pradesh),18.3205,78.337,Andhra Pradesh
Arni (Tamil Nādu),12.6677,79.2853,Tamil Nādu
Bolpur (West Bengal),23.67,87.72,West Bengal
Peruvancha (Andhra Pradesh),17.1719,80.5839,Andhra Pradesh
Gumlā (Jhārkhand),23.0444,84.5417,Jhārkhand
Simdega (Jhārkhand),22.62,84.52,Jhārkhand
Manmād (Mahārāshtra),20.251,74.439,Mahārāshtra
Piro (Bihār),25.33,84.42,Bihār
Sīra (Karnātaka),13.745,76.909,Karnātaka
Arsikere (Karnātaka),13.3139,76.2369,Karnātaka
Jagannāthaprasād (Odisha),19.97,84.77,Odisha
Kottagūdem (Andhra Pradesh),17.55,80.63,Andhra Pradesh
Dobni Para (Madhya Pradesh),22.8347,74.2556,Madhya Pradesh
Tīkamgarh (Madhya Pradesh),24.7472,78.85,Madhya Pradesh
Arāria (Bihār),26.15,87.52,Bihār
Arkonam (Tamil Nādu),13.0778,79.6667,Tamil Nādu
Samadiāla (Gujarāt),21.337,71.31,Gujarāt
Tanuku (Andhra Pradesh),16.7566,81.677,Andhra Pradesh
Koch Bihār (West Bengal),26.3242,89.451,West Bengal
Kuniyamuttūr (Tamil Nādu),10.9638,76.9525,Tamil Nādu
Kambam (Tamil Nādu),9.7375,77.2823,Tamil Nādu
Bodhan (Andhra Pradesh),18.67,77.9,Andhra Pradesh
Tirkākara (Kerala),10.035,76.329,Kerala
Baj Baj (West Bengal),22.4737,88.1739,West Bengal
Nipāni (Mahārāshtra),16.399,74.3829,Mahārāshtra
Fāzilka (Punjab),30.403,74.025,Punjab
Shājāpur (Madhya Pradesh),23.4264,76.2778,Madhya Pradesh
Keshod (Gujarāt),21.3,70.25,Gujarāt
Chintāmani (Karnātaka),13.4,78.066,Karnātaka
Yanam (Andhra Pradesh),16.7333,82.2167,Andhra Pradesh
Surendranagar (Gujarāt),22.7,71.6833,Gujarāt
Malappuram (Kerala),11.042,76.0815,Kerala
Garhi (Uttar Pradesh),28.6317,77.3186,Uttar Pradesh
Srīvilliputtūr (Tamil Nādu),9.512,77.633,Tamil Nādu
Bhadarwāh (Jammu and Kashmīr),32.98,75.7137,Jammu and Kashmīr
Rānāghāt (West Bengal),23.18,88.58,West Bengal
Dhrāngadhra (Gujarāt),22.98,71.47,Gujarāt
Gangammapeta (Andhra Pradesh),18.498,83.9642,Andhra Pradesh
Khejroli (Rājasthān),27.37,75.57,Rājasthān
Jaorā (Madhya Pradesh),23.63,75.13,Madhya Pradesh
Tura (Meghālaya),25.52,90.22,Meghālaya
Ambājogāi (Mahārāshtra),18.73,76.38,Mahārāshtra
Dabra (Madhya Pradesh),25.8857,78.3322,Madhya Pradesh
Wandiwāsh (Tamil Nādu),12.5,79.62,Tamil Nādu
Pennepalli (Andhra Pradesh),14.1473,79.8477,Andhra Pradesh
Gūdūr (Andhra Pradesh),14.1473,79.8477,Andhra Pradesh
Hāveri (Karnātaka),14.7935,75.4045,Karnātaka
Tarn Tāran (Punjab),31.4519,74.9278,Punjab
Mangalagiri (Andhra Pradesh),16.43,80.55,Andhra Pradesh
Vriddhāchalam (Tamil Nādu),11.5,79.33,Tamil Nādu
Kallakkurichchi (Tamil Nādu),11.738,78.962,Tamil Nādu
Kāsipālaiyam (Tamil Nādu),11.3156,77.7092,Tamil Nādu
Pattukkottai (Tamil Nādu),10.43,79.32,Tamil Nādu
Gobindgarh (Punjab),30.6709,76.3019,Punjab
Chopda (Mahārāshtra),21.25,75.3,Mahārāshtra
Siruguppa (Karnātaka),15.6,77.0,Karnātaka
Sangāreddi (Andhra Pradesh),17.6119,78.0819,Andhra Pradesh
Virudunagar (Tamil Nādu),9.568,77.9624,Tamil Nādu
Warora (Mahārāshtra),20.23,79.0008,Mahārāshtra
Chaklāsi (Gujarāt),22.65,72.93,Gujarāt
Nilanga (Mahārāshtra),18.1161,76.7525,Mahārāshtra
Quilāndi (Kerala),11.439,75.695,Kerala
Mandlā (Madhya Pradesh),22.5978,80.3714,Madhya Pradesh
Rāyadrug (Andhra Pradesh),14.6997,76.8524,Andhra Pradesh
Bilāra (Rājasthān),26.1792,73.7056,Rājasthān
Parappanangādi (Kerala),11.0497,75.8575,Kerala
Rāyagada (Odisha),19.17,83.42,Odisha
Ratangarh (Rājasthān),28.0787,74.6219,Rājasthān
Tāndūr (Andhra Pradesh),17.2576,77.5875,Andhra Pradesh
Mārkāpur (Andhra Pradesh),15.73,79.26,Andhra Pradesh
Malaut (Punjab),30.19,74.499,Punjab
Kodungallūr (Kerala),10.2338,76.1946,Kerala
Neyyāttinkara (Kerala),8.4,77.08,Kerala
Bāpatla (Andhra Pradesh),15.9044,80.4675,Andhra Pradesh
Fatehābād (Haryāna),29.52,75.45,Haryāna
Kalamasseri (Kerala),10.052,76.3158,Kerala
Badvel (Andhra Pradesh),14.75,79.05,Andhra Pradesh
Vālpārai (Tamil Nādu),10.3276,76.9553,Tamil Nādu
Sankaranayinār Kovil (Tamil Nādu),9.16,77.55,Tamil Nādu
Tenkāsi (Tamil Nādu),8.9564,77.3152,Tamil Nādu
Sūratgarh (Rājasthān),29.3177,73.8989,Rājasthān
Palni (Tamil Nādu),10.45,77.5161,Tamil Nādu
Mubārakpur (Uttar Pradesh),26.09,83.29,Uttar Pradesh
Nelamangala (Karnātaka),13.102,77.374,Karnātaka
Dandeli (Karnātaka),15.2667,74.6167,Karnātaka
Nāndūra Buzurg (Mahārāshtra),20.8333,76.4597,Mahārāshtra
Gaura (Bihār),25.4961,85.9709,Bihār
Satyamangalam (Tamil Nādu),11.5167,77.25,Tamil Nādu
Madhipura (Bihār),25.92,86.792,Bihār
Bhattu Kolān (Haryāna),29.3872,75.3422,Haryāna
Kodoli (Mahārāshtra),16.88,74.2,Mahārāshtra
Avaniyāpuram (Tamil Nādu),9.8818,78.1125,Tamil Nādu
Basavakalyān (Karnātaka),17.8728,76.9497,Karnātaka
Farīdpur (Uttar Pradesh),28.2086,79.5381,Uttar Pradesh
Tripunittura (Kerala),9.9439,76.3494,Kerala
Nowrangapur (Odisha),19.23,82.55,Odisha
Bhawānipatna (Odisha),19.91,83.128,Odisha
Dharmasāgaram (Andhra Pradesh),17.9933,79.4428,Andhra Pradesh
Varisshiyakuni (Kerala),11.6325,75.584,Kerala
Pālghar (Mahārāshtra),19.6969,72.7654,Mahārāshtra
Pakribarawān (Bihār),24.9516,85.7347,Bihār
Todupulai (Kerala),9.9,76.7192,Kerala
Kāyankulam (Kerala),9.172,76.501,Kerala
Parādīp Garh (Odisha),20.316,86.61,Odisha
Ilkal (Karnātaka),15.9592,76.1135,Karnātaka
Nihtaur (Uttar Pradesh),29.33,78.38,Uttar Pradesh
Anjangaon (Mahārāshtra),21.15,77.28,Mahārāshtra
Renukūt (Uttar Pradesh),24.2,83.03,Uttar Pradesh
Siuri (West Bengal),23.91,87.527,West Bengal
Rājsamand (Rājasthān),25.07,73.88,Rājasthān
Bishnupur (West Bengal),23.075,87.317,West Bengal
Modāsa (Gujarāt),23.47,73.3,Gujarāt
Bāprola (Delhi),28.6408,77.0104,Delhi
Gauravaram (Andhra Pradesh),17.1,80.6,Andhra Pradesh
Sausar (Madhya Pradesh),21.65,78.78,Madhya Pradesh
Dhenkānāl (Odisha),20.67,85.6,Odisha
Urun-Islāmpur (Mahārāshtra),17.05,74.267,Mahārāshtra
Gopālganj (Bihār),26.47,84.43,Bihār
Bongaigaon (Assam),26.4769,90.5583,Assam
Dhārāpuram (Tamil Nādu),10.7314,77.5189,Tamil Nādu
Guruvāyūr (Kerala),10.5946,76.0369,Kerala
Aravattūr (Tamil Nādu),10.6649,79.4507,Tamil Nādu
Jagoniguda (Andhra Pradesh),17.32,78.52,Andhra Pradesh
Mīrpeta (Andhra Pradesh),17.32,78.52,Andhra Pradesh
Phalodi (Rājasthān),27.131,72.364,Rājasthān
Beypore (Kerala),11.18,75.81,Kerala
Siddipet (Andhra Pradesh),18.1019,78.8519,Andhra Pradesh
Koratla (Andhra Pradesh),18.8215,78.7119,Andhra Pradesh
Sahaswān (Uttar Pradesh),28.068,78.751,Uttar Pradesh
Arāmbāgh (West Bengal),22.88,87.78,West Bengal
Pidugurālla (Andhra Pradesh),16.4793,79.8863,Andhra Pradesh
Puliyankudi (Tamil Nādu),9.1725,77.3956,Tamil Nādu
Sangamner (Mahārāshtra),19.5678,74.2115,Mahārāshtra
Gohna (Haryāna),29.13,76.9,Haryāna
Pulivendla (Andhra Pradesh),14.4194,78.225,Andhra Pradesh
Kānhangād (Kerala),12.3167,75.0667,Kerala
Jaisalmer (Rājasthān),26.913,70.915,Rājasthān
Kurabūr (Karnātaka),13.4,78.006,Karnātaka
Giddarbāha (Punjab),30.2,74.67,Punjab
Tamlūk (West Bengal),22.3,87.92,West Bengal
Sinnar (Mahārāshtra),19.85,74.0,Mahārāshtra
Vaijāpur (Mahārāshtra),19.9267,74.7275,Mahārāshtra
Jagraon (Punjab),30.78,75.48,Punjab
Alīpur Duār (West Bengal),26.489,89.527,West Bengal
Dhūri (Punjab),30.3685,75.8679,Punjab
Rāth (Uttar Pradesh),25.58,79.57,Uttar Pradesh
Tāsgaon (Mahārāshtra),17.03,74.6,Mahārāshtra
Keitumkawn (Mizoram),23.31,92.85,Mizoram
Narapalli (Andhra Pradesh),17.4167,78.6287,Andhra Pradesh
Pālitāna (Gujarāt),21.52,71.83,Gujarāt
Dharmapuri (Tamil Nādu),12.1211,78.1582,Tamil Nādu
Idappādi (Tamil Nādu),11.5835,77.8341,Tamil Nādu
Hiriyūr (Karnātaka),13.9446,76.6172,Karnātaka
Sirsi (Uttar Pradesh),28.64,78.64,Uttar Pradesh
Kodād (Andhra Pradesh),16.9978,79.9653,Andhra Pradesh
Tādepalle (Andhra Pradesh),16.4803,80.6186,Andhra Pradesh
Armūr (Andhra Pradesh),18.79,78.29,Andhra Pradesh
Bankra (West Bengal),22.6086,88.2797,West Bengal
Nawalgarh (Rājasthān),27.8458,75.268,Rājasthān
Tohāna (Haryāna),29.7,75.9,Haryāna
Khagaul (Bihār),25.579,85.0456,Bihār
Chakpi Karong (Manipur),24.3167,93.9833,Manipur
Sundapālaiyam (Tamil Nādu),11.0014,76.8732,Tamil Nādu
Jatani (Odisha),20.17,85.7,Odisha
Chik Ballāpur (Karnātaka),13.43,77.72,Karnātaka
Athni (Karnātaka),16.73,75.07,Karnātaka
Dhuburi (Assam),26.02,90.0,Assam
Gadwāl (Andhra Pradesh),16.23,77.8,Andhra Pradesh
Visnagar (Gujarāt),23.7,72.55,Gujarāt
Pāmūru (Andhra Pradesh),15.097,79.409,Andhra Pradesh
Sheikhpura (Bihār),25.1403,85.8508,Bihār
Sirsi (Karnātaka),14.6194,74.8375,Karnātaka
Wāshīm (Mahārāshtra),20.1113,77.133,Mahārāshtra
Nānpāra (Uttar Pradesh),27.87,81.5,Uttar Pradesh
Bāri (Rājasthān),26.63,77.62,Rājasthān
Rānipet (Tamil Nādu),12.9247,79.3333,Tamil Nādu
Kesamudram (Andhra Pradesh),17.6875,79.8944,Andhra Pradesh
Nagari (Andhra Pradesh),13.3214,79.5856,Andhra Pradesh
Sherkot (Uttar Pradesh),29.35,78.58,Uttar Pradesh
Mandi Dabwāli (Haryāna),29.9477,74.7322,Haryāna
Rāghogarh (Madhya Pradesh),24.4442,77.1986,Madhya Pradesh
Narwāna (Haryāna),29.6167,76.1117,Haryāna
Okha (Gujarāt),22.4667,69.0667,Gujarāt
Bhabhua (Bihār),25.05,83.62,Bihār
Nanjangūd (Karnātaka),12.12,76.68,Karnātaka
